2.380952380952386371e-03,-3.769559032716926494e-02,-6.839622641509433831e-02,3.616013775290572579e-03,-3.304347826086956319e-02,2.500000000000000139e-02,5.767077267637177318e-02,-1.585081585081585254e-02,1.832706766917293478e-02,-1.067832538420773608e-01,7.848673066064369708e-02,-2.621474910631537217e-02,4.424276800907543661e-02,1.764705882352941291e-01,1.818181818181818094e-02,2.498298162014976620e-02,9.863181539718196555e-02,2.534113060428849762e-02,6.492637215528782035e-02,9.235936188077241427e-03,-4.198152812762381836e-03,-5.789473684210526966e-02,-1.072124756335282592e-02,-2.609970674486803560e-02,1.090100111234705155e-01,-6.070334160221800557e-02,1.607142857142856984e-02,8.547008547008516643e-04,-1.428571428571429047e-02,8.080808080808132843e-04,1.164435463500884116e-01,4.898446833930705790e-02,5.445344129554655077e-02,6.372549019607842702e-02,2.272727272727273484e-02,3.225806451612903136e-02,2.731182795698924165e-02,-5.827160493827160392e-02,2.881562881562882428e-02,1.272727272727272874e-01
1.385281385281385280e-02,5.322580645161290036e-02,6.944444444444444059e-03,-3.430531732418529156e-03,2.738095238095238082e-02,3.680709534368070690e-02,3.777429467084639225e-02,2.482715273412948453e-02,1.785714285714285615e-02,-3.707114897536264997e-02,-7.051282051282052599e-02,4.173813607775872514e-02,-2.380952380952386371e-03,3.332537028189202361e-02,4.534313725490196623e-02,4.098893949251788960e-02,-3.138528138528137723e-02,4.491978609625668639e-02,-2.508394232668378215e-02,-3.274559193954661163e-02,8.396305625524770611e-03,3.496503496503497455e-02,1.137820512820512941e-02,-2.499999999999999445e-02,2.192982456140357694e-03,2.845469137603968968e-02,-8.969996906897620415e-03,3.988603988603989237e-02,-1.294219154443486397e-02,-3.019676602376777930e-02,3.502567988549296074e-02,4.722222222222222793e-02,-2.305327868852458106e-03,5.044345898004434087e-02,5.769230769230769551e-02,2.554278416347381675e-02,-4.637896825396825573e-02,8.265856950067475284e-02,-2.048655569782330266e-02,-1.298279779292435543e-03
-1.731601731601731253e-02,7.480239059186427619e-02,1.145114942528735746e-01,2.882141019042717967e-02,4.347826086956521618e-02,-3.923385851096694577e-02,3.080808080808081217e-02,7.537912578055308566e-02,6.593406593406592187e-02,2.508361204013376256e-03,2.063789868667917360e-02,-9.523809523809524669e-03,9.180035650623886989e-02,-3.589196872778962349e-02,-6.102598267821451872e-02,-1.282051282051283048e-02,-1.470287931386563690e-02,6.255835667600373462e-02,7.099827882960416114e-03,2.267002518891687163e-02,-4.198152812762381836e-03,2.210526315789473548e-02,-1.555555555555555164e-02,9.828009828009826032e-03,6.993006993006992134e-03,0.000000000000000000e+00,-1.097756410256410242e-01,-1.780626780626780314e-02,-9.045584045584044441e-02,1.950947603121515328e-02,1.164435463500884116e-01,-5.973715651134969828e-04,9.958665769489570552e-02,-1.518372304889215041e-04,3.203980099502488910e-02,5.738396624472573426e-02,2.314814814814814686e-02,1.899557637262555554e-02,2.271662763466042456e-02,1.108968177434908470e-01
8.943089430894307634e-03,4.851004851004855900e-03,8.195754716981132337e-02,9.539473684210525439e-02,1.292501164415463255e-02,-1.071980228606734670e-01,1.199999999999999956e-01,4.531278664465236000e-02,-1.098901098901100548e-02,6.447156343541329826e-03,4.659832246039143089e-02,-6.403659233847913690e-02,3.674948240165631236e-02,5.647626709573611015e-02,-1.038819026790595290e-02,-5.572755417956654078e-03,1.799242424242424032e-02,-2.266152362584378244e-02,-6.060606060606060774e-02,1.847187237615449673e-02,-1.175482787573468857e-02,-1.456111566858080825e-02,5.516431924882628235e-02,-3.698125836680053735e-02,-4.600725952813067288e-02,-5.064102564102564846e-02,9.433962264150944077e-02,3.703703703703703498e-02,-1.508429458740018214e-02,-1.258535279153835673e-02,3.759057971014492794e-02,-9.157509157509156894e-02,-1.113172541743970290e-02,8.028222730739893731e-02,-2.884615384615384082e-02,1.837524177949709236e-02,6.398809523809523281e-02,-2.733389402859545680e-02,4.936461388074291079e-02,1.578947368421052544e-01
6.446776611694153558e-02,4.851004851004855900e-03,2.575757575757575690e-02,5.914786967418546315e-02,-6.996800667686742248e-02,1.861702127659574380e-02,-1.722873900293254990e-02,-5.971087366436200750e-03,1.088709677419354843e-02,4.320502749410842780e-03,9.600925390399073917e-03,5.606407322654462233e-02,-2.712215320910972560e-02,-3.174603174603177203e-03,-3.486094790442616220e-02,-5.402476780185758165e-02,5.120910384068277921e-02,2.801120448179275635e-03,3.535353535353535914e-02,1.007556675062972612e-02,-1.175482787573468857e-02,5.065627563576702297e-02,3.207484129635816694e-02,-5.000000000000000278e-02,7.547791694133158813e-02,4.355856549176542747e-02,1.630036630036629797e-01,6.565126050420168335e-02,8.791208791208791895e-02,5.518394648829431925e-02,4.132457580733443769e-02,-2.749104697703812911e-02,4.800221975582685818e-02,-3.039469893402477196e-02,1.881720430107526598e-02,2.554278416347381675e-02,1.055577768892442952e-01,9.555661729574865815e-04,-2.048655569782330266e-02,2.515417072379097854e-02
1.058046981168704603e-02,4.626951995373047855e-02,1.145114942528735746e-01,-6.543263021954376368e-03,-5.007002801120448432e-02,1.555023923444975864e-02,6.621359223300971042e-02,8.474576271186440302e-02,-1.524390243902440378e-03,2.130681818181817677e-02,-1.407129455909943844e-02,1.915380217267009799e-02,3.853003075926825227e-02,3.122719976652560403e-02,-9.557109557109554066e-03,6.403774856757667167e-02,-7.759852971206862571e-02,-1.340594888981985755e-02,1.079399565475014922e-01,-3.274559193954661163e-02,-1.931150293870696755e-02,-2.121212121212120993e-02,-5.375586854460094599e-02,-7.448680351906158958e-02,6.371963361210666865e-03,0.000000000000000000e+00,3.525641025641026299e-02,4.292237442922373913e-02,-2.214452214452213019e-02,-5.389610389610390018e-02,2.999999999999999195e-02,7.752808988764045561e-02,7.287449392712544438e-03,-2.524441850284547817e-02,-6.999391357273287984e-03,5.228070175438595535e-02,2.264492753623188054e-03,6.912442396313361881e-03,7.317073170731706877e-02,-3.023909985935302122e-02
3.999223451756940551e-02,3.129486075222509545e-02,5.151515151515151381e-02,6.666666666666666574e-02,-2.392344497607654108e-03,1.025641025641025605e-01,3.766990291262135165e-02,9.155701754385964231e-02,-3.362897265336289854e-02,5.263157894736841813e-02,1.750423489553924045e-02,1.428571428571428353e-02,1.190476190476190410e-01,8.799171842650110875e-03,6.431478968792400663e-02,1.940700808625336893e-02,-3.650793650793650313e-02,4.346076458752515248e-02,2.777777777777777624e-02,-5.037783375314861326e-03,1.595298068849706347e-02,-1.270903010033444525e-02,-1.888888888888889950e-02,1.085291113381001149e-02,3.415300546448087060e-02,2.812499999999999722e-02,2.672413793103448065e-02,4.261796042617960190e-02,1.942501942501943801e-03,8.076422058184976049e-02,5.555555555555555247e-02,2.331511839708561018e-02,1.182351244833221293e-02,6.511627906976744096e-02,-6.999391357273287984e-03,2.561403508771929044e-02,-2.127659574468084708e-02,5.654761904761905489e-02,2.740469407136073357e-02,-3.875968992248096656e-04
-3.464673913043478382e-02,9.474590869939708559e-03,2.476415094339622786e-02,1.472234179939733295e-02,-1.026570048309179140e-02,-5.321722302854381415e-03,-4.169278996865204145e-02,8.294573643410851904e-02,-3.024193548387096864e-02,1.176470588235292714e-03,-2.123786407766989348e-03,-6.159420289855072755e-02,-3.827751196172249348e-02,-1.666666666666667684e-02,3.332534164468951843e-02,-7.070707070707071829e-02,1.851851851851851749e-02,-1.547169811320754651e-02,9.686274509803921573e-02,8.396305625524777549e-04,-1.343408900083963714e-02,-6.799620132953465568e-02,6.359649122807017885e-02,-4.493087557603686610e-02,-4.967855055523086316e-02,-1.785714285714286309e-03,6.402721930095886527e-02,1.552511415525113792e-02,7.216394716394716746e-02,-4.115479115479114824e-02,1.106427818756586245e-02,1.152683295540438413e-01,-5.632551528073917457e-02,4.195270785659802049e-03,-9.803921568627471661e-03,2.901353965183751937e-02,7.115584866365845529e-02,1.803482587064676734e-02,5.243243243243242424e-02,9.005847953216374047e-02
-4.285714285714288529e-03,3.201263278782659483e-02,2.254901960784313347e-02,2.975609756097560843e-02,1.034482758620689641e-01,2.898550724637681195e-02,9.023569023569022463e-02,-5.674342105263158187e-02,1.926501537963412614e-02,4.229885057471263754e-02,1.327366504854368690e-02,3.928571428571428492e-02,-1.969111969111968230e-02,1.552795031055900776e-02,1.934731934731934166e-02,5.390835579514793863e-04,2.069805194805195148e-02,7.640067911714773508e-03,-8.466819221967958331e-03,-2.518891687657440204e-03,-1.343408900083963714e-02,-5.887939221272553425e-02,3.472222222222223764e-03,8.640552995391709290e-03,-7.568058076225045450e-02,-4.492753623188405765e-02,-3.167928231006447715e-02,3.151260504201680579e-02,2.777777777777779011e-02,-2.959595959595959919e-02,-8.133150308853810684e-02,-4.687500000000000000e-02,1.009324233394213316e-02,8.793103448275861600e-02,8.200754469411125624e-04,3.310415075120957951e-02,4.870129870129869670e-02,1.313747228381375032e-01,3.374076903488668067e-02,-2.235294117647060319e-02
1.113445378151260573e-01,-6.666666666666667962e-02,4.773960216998191647e-02,1.994104387029650705e-02,7.894736842105262720e-02,5.183413078149921860e-03,5.205278592375366109e-02,2.183085672353696910e-02,2.380952380952380820e-02,7.553707553707553202e-02,-3.703703703703703498e-02,8.888888888888887840e-02,3.346203346203346918e-02,2.413515687851974789e-03,2.169743466794532560e-02,5.604395604395604608e-02,4.807692307692304490e-03,-6.948798328108674038e-02,5.537757437070937871e-02,-2.518891687657440204e-03,-1.679261125104955510e-03,1.276595744680850963e-01,-1.602787456445992770e-02,4.089861751152074065e-02,7.547791694133158813e-02,8.465445590272430154e-03,2.509111298009531615e-02,8.380816714150048086e-02,5.769230769230769551e-02,-8.035714285714284921e-02,2.897787144362493073e-03,5.208333333333333565e-02,-3.299595141700405188e-02,-5.252525252525253041e-02,4.077849860982391689e-02,7.789473684210525273e-02,-1.099186428942357241e-02,-3.991130820399113599e-02,7.007575757575758291e-02,1.398176291793313056e-02
